key,constraint,kwarg,index,en,uz,prompt_uz
2549,keywords:existence,keywords,1.0,gao,,"1987-88 mavsumida qaysi jamoa yaxshiroq edi: Tottenham Hotspurmi yoki Stocktonmi? Javobing aniq 3 paragraf boʻlishi kerak, paragraflar faqat ikki yangi qator bilan ajratilishi kerak, pythonʻda ʻ\n\nʻ kabi. Uchinchi paragraf ""bogʻlanish"" soʻzi bilan boshlanishi kerak. Javobda ""gao"" va ""yuraklar"" kali"
2549,keywords:existence,keywords,1.1,hearts,,"1987-88 mavsumida qaysi jamoa yaxshiroq edi: Tottenham Hotspurmi yoki Stocktonmi? Javobing aniq 3 paragraf boʻlishi kerak, paragraflar faqat ikki yangi qator bilan ajratilishi kerak, pythonʻda ʻ\n\nʻ kabi. Uchinchi paragraf ""bogʻlanish"" soʻzi bilan boshlanishi kerak. Javobda ""gao"" va ""yuraklar"" kali"
2577,keywords:forbidden_words,forbidden_words,1.0,BC,,"Yevropadagi tarixdan oldingi megalitlar qanday koʻrinadi? Iltimos, aniq ikki xil javob ber, ularni 6 ta yulduz belgisi bilan ajrat: ******. Iltimos, javobda ʻBCʻ, ʻcultureʻ va ʻprehistoricʻ kalit soʻzlarini kiritma."
2577,keywords:forbidden_words,forbidden_words,1.1,culture,,"Yevropadagi tarixdan oldingi megalitlar qanday koʻrinadi? Iltimos, aniq ikki xil javob ber, ularni 6 ta yulduz belgisi bilan ajrat: ******. Iltimos, javobda ʻBCʻ, ʻcultureʻ va ʻprehistoricʻ kalit soʻzlarini kiritma."
2577,keywords:forbidden_words,forbidden_words,1.2,prehistoric,,"Yevropadagi tarixdan oldingi megalitlar qanday koʻrinadi? Iltimos, aniq ikki xil javob ber, ularni 6 ta yulduz belgisi bilan ajrat: ******. Iltimos, javobda ʻBCʻ, ʻcultureʻ va ʻprehistoricʻ kalit soʻzlarini kiritma."
2583,keywords:frequency,keyword,0.0,comprised,,16 yoshli bola oʻrtacha IQsi qancha? Javobingda ʻcomprisedʻ soʻzi kamida 1 marta paydo boʻlishi kerak va vergulardan foydalanmaslik kerak.
2591,keywords:existence,keywords,1.0,medalist,,Men sendan DnD dungeon master kabi harakat qilishingni istayman. Men yagona oʻyinchi boʻlaman. Menga tasodifiy sinf belgilar varaqasini yarat. Barcha natijani JSON formatida markdown belgilari ichida oʻrab chiqing. Javobda ʻmedalistʻ va ʻthetaʻ kalit soʻzlarini qoʻsh.
2591,keywords:existence,keywords,1.1,theta,,Men sendan DnD dungeon master kabi harakat qilishingni istayman. Men yagona oʻyinchi boʻlaman. Menga tasodifiy sinf belgilar varaqasini yarat. Barcha natijani JSON formatida markdown belgilari ichida oʻrab chiqing. Javobda ʻmedalistʻ va ʻthetaʻ kalit soʻzlarini qoʻsh.
2602,keywords:existence,keywords,0.0,zelda,,"Zelda muxlisi Rodney haqida limerik yoz. Quyidagi elementlarni kiritganingga ishonch hosil qil: Zelda, Hyrule, Link, Ganon. 100 soʻzdan kam boʻlishi kerak."
2602,keywords:existence,keywords,0.1,hyrule,,"Zelda muxlisi Rodney haqida limerik yoz. Quyidagi elementlarni kiritganingga ishonch hosil qil: Zelda, Hyrule, Link, Ganon. 100 soʻzdan kam boʻlishi kerak."
2602,keywords:existence,keywords,0.2,link,,"Zelda muxlisi Rodney haqida limerik yoz. Quyidagi elementlarni kiritganingga ishonch hosil qil: Zelda, Hyrule, Link, Ganon. 100 soʻzdan kam boʻlishi kerak."
2602,keywords:existence,keywords,0.3,ganon,,"Zelda muxlisi Rodney haqida limerik yoz. Quyidagi elementlarni kiritganingga ishonch hosil qil: Zelda, Hyrule, Link, Ganon. 100 soʻzdan kam boʻlishi kerak."
2828,keywords:forbidden_words,forbidden_words,0.0,parody,,ʻArs poeticaʻ parodiyasini yoz. Javobingda ʻparodyʻ soʻzini ishlatma.
2871,keywords:frequency,keyword,0.0,fiesta,,"Cherkov kontekstida qisqartirishlar tarixi haqida sheʻr yoz. Suhbatdosh va aniq usulda yoz va ""bayram"" soʻzini kamida ikki marta qoʻsh."
2880,length_constraints:nth_paragraph_first_word,first_word,0.0,booster,,"booster ""oʻzlariga aʻzo boʻlmagan barcha toʻplamlar toʻplami"" va ""barcha toʻplamlar toʻplami"" oʻlari oʻrtasida nima farq bor? Javobingda matematik belgilashlardan foydalaning. Izoh berayotganda suhbatdosh boʻling. Javobingda aniq 2 paragraf boʻlishi, har biri ikki yangi qator bilan ajratilgan boʻlis"
2957,keywords:forbidden_words,forbidden_words,0.0,nursery,,"Qiziqarli usulda limerikni qayta yoz. Ayniqsa, limerik bolalar maktabi va hikoya aytish haqida. Ammo butun javobingda bolalar maktabi va hikoya aytish soʻzlarini zikr etmang."
2957,keywords:forbidden_words,forbidden_words,0.1,storytelling,,"Qiziqarli usulda limerikni qayta yoz. Ayniqsa, limerik bolalar maktabi va hikoya aytish haqida. Ammo butun javobingda bolalar maktabi va hikoya aytish soʻzlarini zikr etmang."
2997,keywords:frequency,keyword,0.0,para,,"Sen atrof‑muhit, ifloslik va iqlim oʻzgarishi bilan bogʻliq mahalliy masala haqida kuchli tuygʻularga egasan. Gazetaning muharririga xat shablonini yoz. “para” soʻzini kamida bir marta ishlat."
3001,startend:end_checker,end_phrase,0.0,Is there anything else I can help with?,,"Iltimos, ishda vaqt oʻtkazishning qisqa va kulgili usullari roʻyxatini taqdim eting. Javobingni aniq quyidagi ibora bilan yakunla: Yana yordam bera oladigan narsa bormi?"
3048,startend:end_checker,end_phrase,0.0,Is there anything else I can help with?,,Yuqori dunyodagi eng baland 20 bino va ularning balandliklari haqida sheʻr yoz. Javobingni aniq savol bilan tugat: Yana yordam bera oladigan narsa bormi?
3081,keywords:forbidden_words,forbidden_words,0.0,story,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.1,killer,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.2,dead,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.3,found,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.4,law,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.5,room,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.6,kill,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.7,result,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.8,use,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.9,approach,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.10,people,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3081,keywords:forbidden_words,forbidden_words,0.11,president,,"""Bir erkak uyida sirli tarzda vafot etdi, politsiya tergov olib bormoqda"" sarlavhali xayoliy gazetadan hikoyani qayta yarata olasanmi? Iltimos, hikoya tanqidini qoʻsh va AQSh prezidenti uslubidan foydalaning. ""hikoya"", ""qotil"", ""oʻlik"", ""topilgan"", ""qonun"", ""xona"", ""oʻldirish"", ""natija"", ""foydalanis"
3084,startend:end_checker,end_phrase,1.0,in India.,,Gujarat shtati haqida gʻaroyib va qisqa haiku yoz. Barcha javobingda vergul ishlatilmang. Javobingni aniq in India.
3091,keywords:frequency,keyword,0.0,elephant,,"Bitlar haqida savolnomani yoz, unda ""fil"" soʻzi kamida 3 marta boʻlsin."
3109,keywords:frequency,keyword,0.0,cousins,,"Kattalik haqida qisqa hikoya yoz. ""amakivachchalar"" soʻzi 2 martadan koʻproq paydo boʻlishiga ishonch hosil qil."
3114,keywords:forbidden_words,forbidden_words,1.0,bark,,"Sen plyaj va parkga tashrif buyurding. Qaysi biri ichida it boʻlishi ehtimoli koʻproq? Kamida 900 soʻz yoz. Javobingda ʻbarkʻ yoki ʻrunʻ soʻzlarini qoʻshmang. Javobingni ""Bu mantiqiymi?"" iborasi bilan tugat."
3114,keywords:forbidden_words,forbidden_words,1.1,run,,"Sen plyaj va parkga tashrif buyurding. Qaysi biri ichida it boʻlishi ehtimoli koʻproq? Kamida 900 soʻz yoz. Javobingda ʻbarkʻ yoki ʻrunʻ soʻzlarini qoʻshmang. Javobingni ""Bu mantiqiymi?"" iborasi bilan tugat."
3156,keywords:existence,keywords,0.0,trust,,"Men onlayn sotib olgan mahsulot uchun qaytarib olishga harakat qilmoqdaman, lekin kompaniya pulimni qaytarishga rad etmoqda. Menga ularni uchun xat yozishda yordam bera olasanmi? Xatda ishonch, brend, mijoz, qonun, siyosat va yaroqsiz soʻzlari boʻlishini istayman."
3156,keywords:existence,keywords,0.1,brand,,"Men onlayn sotib olgan mahsulot uchun qaytarib olishga harakat qilmoqdaman, lekin kompaniya pulimni qaytarishga rad etmoqda. Menga ularni uchun xat yozishda yordam bera olasanmi? Xatda ishonch, brend, mijoz, qonun, siyosat va yaroqsiz soʻzlari boʻlishini istayman."
3156,keywords:existence,keywords,0.2,customer,,"Men onlayn sotib olgan mahsulot uchun qaytarib olishga harakat qilmoqdaman, lekin kompaniya pulimni qaytarishga rad etmoqda. Menga ularni uchun xat yozishda yordam bera olasanmi? Xatda ishonch, brend, mijoz, qonun, siyosat va yaroqsiz soʻzlari boʻlishini istayman."
3156,keywords:existence,keywords,0.3,law,,"Men onlayn sotib olgan mahsulot uchun qaytarib olishga harakat qilmoqdaman, lekin kompaniya pulimni qaytarishga rad etmoqda. Menga ularni uchun xat yozishda yordam bera olasanmi? Xatda ishonch, brend, mijoz, qonun, siyosat va yaroqsiz soʻzlari boʻlishini istayman."
3156,keywords:existence,keywords,0.4,policy,,"Men onlayn sotib olgan mahsulot uchun qaytarib olishga harakat qilmoqdaman, lekin kompaniya pulimni qaytarishga rad etmoqda. Menga ularni uchun xat yozishda yordam bera olasanmi? Xatda ishonch, brend, mijoz, qonun, siyosat va yaroqsiz soʻzlari boʻlishini istayman."
3156,keywords:existence,keywords,0.5,unusable,,"Men onlayn sotib olgan mahsulot uchun qaytarib olishga harakat qilmoqdaman, lekin kompaniya pulimni qaytarishga rad etmoqda. Menga ularni uchun xat yozishda yordam bera olasanmi? Xatda ishonch, brend, mijoz, qonun, siyosat va yaroqsiz soʻzlari boʻlishini istayman."
3166,keywords:forbidden_words,forbidden_words,0.0,steps,,SAPda GM hujjatlashtirish uchun qaysi bosqichlar bajarilishi kerak? Bosqichlar soʻzini yoki bosqich soʻzini aytmasdan roʻyxatla.
3166,keywords:forbidden_words,forbidden_words,0.1,step,,SAPda GM hujjatlashtirish uchun qaysi bosqichlar bajarilishi kerak? Bosqichlar soʻzini yoki bosqich soʻzini aytmasdan roʻyxatla.
3188,keywords:frequency,keyword,2.0,future,,Sen yaqinda hibsga olan va politsiya tomonidan soʻroq qilinayotgan fol koʻruvchi ekanligingni tasavvur qil. Ularga sen haqiqatan ham kelajakni oʻqiy olishingni ayting. 1. Muhim daʻvolarni bildirish uchun barcha harflari katta boʻlgan soʻzlardan foydalaning. Lekin barcha harflari katta boʻlgan soʻzla
3311,keywords:existence,keywords,2.0,indicator,,"SRE nima? Javobingda faqat koreys tilidan foydalaning va <<SRE>> kabi ikki burchak qavs ichida sarlavha ber. ʻindicatorʻ, ʻobjectiveʻ va ʻmanagementʻ kalit soʻzlarini ishlat."
3311,keywords:existence,keywords,2.1,management,,"SRE nima? Javobingda faqat koreys tilidan foydalaning va <<SRE>> kabi ikki burchak qavs ichida sarlavha ber. ʻindicatorʻ, ʻobjectiveʻ va ʻmanagementʻ kalit soʻzlarini ishlat."
3315,keywords:forbidden_words,forbidden_words,1.0,university,,Talabalar 3 kun davomida UCI ga sayohat qilmoqdalar. Ular uchun kulgili sayohat jadvalini tuz. ʻuniversityʻ soʻzini ishlatma. Butun javobing aniq 4 paragrafdan iborat boʻlishi kerak. Paragraflarni markdown boʻluvchisi bilan ajrat: ***
3326,keywords:forbidden_words,forbidden_words,1.0,education,,Ikki odam orasida taʻlimning ahamiyati haqida suhbat yoz. Harflar e kamida 50 marta paydo boʻlishini taʻminla va soʻz taʻlim soʻzi umuman ishlatilmasin.
3345,keywords:frequency,keyword,0.0,robber,,"Men Avstraliyaʻda doʻstim Stivga yuborishim mumkin boʻlgan gʻalati sheʻrni istayman. Bu AQShda nega kangaroo bostirmalari yoʻqligʻi haqida boʻlishi kerak. “robber” soʻzi kamida 2 marta paydo boʻlishi kerak, va sheʻr markdown formatida aniq 2 nuqta boʻlishi kerak, quyidagi aniq formatdan foydalanib: "
3345,keywords:forbidden_words,forbidden_words,2.0,kill,,"Men Avstraliyaʻda doʻstim Stivga yuborishim mumkin boʻlgan gʻalati sheʻrni istayman. Bu AQShda nega kangaroo bostirmalari yoʻqligʻi haqida boʻlishi kerak. “robber” soʻzi kamida 2 marta paydo boʻlishi kerak, va sheʻr markdown formatida aniq 2 nuqta boʻlishi kerak, quyidagi aniq formatdan foydalanib: "
3345,keywords:forbidden_words,forbidden_words,2.1,slaughter,,"Men Avstraliyaʻda doʻstim Stivga yuborishim mumkin boʻlgan gʻalati sheʻrni istayman. Bu AQShda nega kangaroo bostirmalari yoʻqligʻi haqida boʻlishi kerak. “robber” soʻzi kamida 2 marta paydo boʻlishi kerak, va sheʻr markdown formatida aniq 2 nuqta boʻlishi kerak, quyidagi aniq formatdan foydalanib: "
3345,keywords:forbidden_words,forbidden_words,2.2,occupy,,"Men Avstraliyaʻda doʻstim Stivga yuborishim mumkin boʻlgan gʻalati sheʻrni istayman. Bu AQShda nega kangaroo bostirmalari yoʻqligʻi haqida boʻlishi kerak. “robber” soʻzi kamida 2 marta paydo boʻlishi kerak, va sheʻr markdown formatida aniq 2 nuqta boʻlishi kerak, quyidagi aniq formatdan foydalanib: "
3345,keywords:forbidden_words,forbidden_words,2.3,invasion,,"Men Avstraliyaʻda doʻstim Stivga yuborishim mumkin boʻlgan gʻalati sheʻrni istayman. Bu AQShda nega kangaroo bostirmalari yoʻqligʻi haqida boʻlishi kerak. “robber” soʻzi kamida 2 marta paydo boʻlishi kerak, va sheʻr markdown formatida aniq 2 nuqta boʻlishi kerak, quyidagi aniq formatdan foydalanib: "
3362,keywords:forbidden_words,forbidden_words,1.0,mileage,,"ʻGet 40 miles per gallon on the highwayʻ iborasini kengaytirib, gʻalati uslubda QA formatida reklama matni yarat. Javobing 8 gapdan kam boʻlishi kerak. Javobingda ʻmileageʻ yoki ʻfuelʻ kalit soʻzlarini qoʻshmang."
3362,keywords:forbidden_words,forbidden_words,1.1,fuel,,"ʻGet 40 miles per gallon on the highwayʻ iborasini kengaytirib, gʻalati uslubda QA formatida reklama matni yarat. Javobing 8 gapdan kam boʻlishi kerak. Javobingda ʻmileageʻ yoki ʻfuelʻ kalit soʻzlarini qoʻshmang."
3367,detectable_format:multiple_sections,section_spliter,1.0,Audience,,"Sodaga sogʻlom muqobil boʻlgan yangi mahsulot uchun ikki reklama yoz. Bitta reklama oʻsmirlarni, ikkinchisi esa mutaxassislarni maqsad qilsin. Har bir reklamaning boshini mos ravishda Auditoriya 1 va Auditoriya 2 bilan belgila. Butun javobingni ikki qoʻshtirnoq ichiga oʻrab yoz."
3371,keywords:existence,keywords,1.0,farmer,,"Quyidagi toʻgʻrimi? ""Odamlar pul sotib olish uchun vaqtdan foydalanishadi."" Javobingni bolalarga tushunish oson boʻladigan tarzda tushuntir. ""dehqon"" soʻzini qoʻsh. ""iqtisodiyot"", ""talab"" va ""taklif"" soʻzlarini istisno qil. Birinchi navbatda YUQORIDAGI TOʻLIQ SOʻROVNI soʻzma-soʻz, hech oʻzgartirmasd"
3371,keywords:forbidden_words,forbidden_words,2.0,economy,,"Quyidagi toʻgʻrimi? ""Odamlar pul sotib olish uchun vaqtdan foydalanishadi."" Javobingni bolalarga tushunish oson boʻladigan tarzda tushuntir. ""dehqon"" soʻzini qoʻsh. ""iqtisodiyot"", ""talab"" va ""taklif"" soʻzlarini istisno qil. Birinchi navbatda YUQORIDAGI TOʻLIQ SOʻROVNI soʻzma-soʻz, hech oʻzgartirmasd"
3371,keywords:forbidden_words,forbidden_words,2.1,demand,,"Quyidagi toʻgʻrimi? ""Odamlar pul sotib olish uchun vaqtdan foydalanishadi."" Javobingni bolalarga tushunish oson boʻladigan tarzda tushuntir. ""dehqon"" soʻzini qoʻsh. ""iqtisodiyot"", ""talab"" va ""taklif"" soʻzlarini istisno qil. Birinchi navbatda YUQORIDAGI TOʻLIQ SOʻROVNI soʻzma-soʻz, hech oʻzgartirmasd"
3371,keywords:forbidden_words,forbidden_words,2.2,supply,,"Quyidagi toʻgʻrimi? ""Odamlar pul sotib olish uchun vaqtdan foydalanishadi."" Javobingni bolalarga tushunish oson boʻladigan tarzda tushuntir. ""dehqon"" soʻzini qoʻsh. ""iqtisodiyot"", ""talab"" va ""taklif"" soʻzlarini istisno qil. Birinchi navbatda YUQORIDAGI TOʻLIQ SOʻROVNI soʻzma-soʻz, hech oʻzgartirmasd"
3376,keywords:existence,keywords,0.0,afternoon,,"Embroderi haqida javob ""igna"" boʻlgan bir topishmoq yoz. Javobda ʻafternoonʻ va ʻdistressedʻ kalit soʻzlarni qoʻsh. Javobingda vergul ishlatma."
3376,keywords:existence,keywords,0.1,distressed,,"Embroderi haqida javob ""igna"" boʻlgan bir topishmoq yoz. Javobda ʻafternoonʻ va ʻdistressedʻ kalit soʻzlarni qoʻsh. Javobingda vergul ishlatma."
3380,keywords:existence,keywords,1.0,people,,clifford blu xodimiga naqd pul kassasida ishlash va tovarlar darajasini nazorat qilish uchun ish tavsifini yarat. ʻpeopleʻ va ʻskillsʻ kalit soʻzlarini ishlat. faqat kichik harflardan foydalaning.
3380,keywords:existence,keywords,1.1,skills,,clifford blu xodimiga naqd pul kassasida ishlash va tovarlar darajasini nazorat qilish uchun ish tavsifini yarat. ʻpeopleʻ va ʻskillsʻ kalit soʻzlarini ishlat. faqat kichik harflardan foydalaning.
3386,keywords:forbidden_words,forbidden_words,0.0,divide,,"Jennifer doʻkaga sut olish uchun boradi. Uning choʻntagida 10 dollar bor va sut bir galloniga 3 dollar turadi. U nechta gallon sut sotib olishi mumkin? Fikringni tushuntir. Kalitalarni: ʻdivideʻ, ʻanswerʻ soʻzlarini ishlatishdan saqlan. Kalit soʻzi ʻremainderʻ ni kirit."
3386,keywords:forbidden_words,forbidden_words,0.1,answer,,"Jennifer doʻkaga sut olish uchun boradi. Uning choʻntagida 10 dollar bor va sut bir galloniga 3 dollar turadi. U nechta gallon sut sotib olishi mumkin? Fikringni tushuntir. Kalitalarni: ʻdivideʻ, ʻanswerʻ soʻzlarini ishlatishdan saqlan. Kalit soʻzi ʻremainderʻ ni kirit."
3386,keywords:existence,keywords,1.0,remainder,,"Jennifer doʻkaga sut olish uchun boradi. Uning choʻntagida 10 dollar bor va sut bir galloniga 3 dollar turadi. U nechta gallon sut sotib olishi mumkin? Fikringni tushuntir. Kalitalarni: ʻdivideʻ, ʻanswerʻ soʻzlarini ishlatishdan saqlan. Kalit soʻzi ʻremainderʻ ni kirit."
3415,keywords:frequency,keyword,1.0,unfortunately,,"It tugʻqasining qafesi uchun gazete eʻlon shabloni 200 soʻzdan kam yoz. Ilan ichida ""afsuski"" soʻzi 3 dan 5 marta paydo boʻlishiga ishonch hosil qil."
3415,keywords:frequency,keyword,2.0,unfortunately,,"It tugʻqasining qafesi uchun gazete eʻlon shabloni 200 soʻzdan kam yoz. Ilan ichida ""afsuski"" soʻzi 3 dan 5 marta paydo boʻlishiga ishonch hosil qil."
3434,length_constraints:nth_paragraph_first_word,first_word,1.0,jasper,,"Birorta ham katta harf ishlatmay — BUTUN javobing kichik harflarda boʻlishi kerak — ism-shariflar haqida esse yoz. Aniq 3 ta paragraf boʻlishi kerak, yagona paragraf ajratuvchi esa ikki yangi qator boʻlsin. 2-paragrafni Jasper soʻzi bilan boshla."
3439,keywords:existence,keywords,0.0,bill,,"«Bill» nomli odamlarga oid 25 limerik roʻyxatini koʻrsatadigan HTML sahifasini yoz. Sahifada ʻeconomistʻ, ʻbillʻ va ʻjurgenʻ kalit soʻzlarini oʻz ichiga olishi kerak."
3439,keywords:existence,keywords,0.1,economist,,"«Bill» nomli odamlarga oid 25 limerik roʻyxatini koʻrsatadigan HTML sahifasini yoz. Sahifada ʻeconomistʻ, ʻbillʻ va ʻjurgenʻ kalit soʻzlarini oʻz ichiga olishi kerak."
3439,keywords:existence,keywords,0.2,jurgen,,"«Bill» nomli odamlarga oid 25 limerik roʻyxatini koʻrsatadigan HTML sahifasini yoz. Sahifada ʻeconomistʻ, ʻbillʻ va ʻjurgenʻ kalit soʻzlarini oʻz ichiga olishi kerak."
3445,keywords:forbidden_words,forbidden_words,0.0,computer,,"Boshqalarga mutaxassisliging kompyuter fanlari ekanligini, ""kompyuter"" yoki ""fan"" soʻzlarini aytmasdan qanday bildirish mumkin? Butun javobingda ""kompyuter"" va ""fan"" soʻzlari boʻlmasligi kerak."
3445,keywords:forbidden_words,forbidden_words,0.1,science,,"Boshqalarga mutaxassisliging kompyuter fanlari ekanligini, ""kompyuter"" yoki ""fan"" soʻzlarini aytmasdan qanday bildirish mumkin? Butun javobingda ""kompyuter"" va ""fan"" soʻzlari boʻlmasligi kerak."
3479,keywords:forbidden_words,forbidden_words,0.0,name,,"ʻGuerreroʻ nomli shaxs uchun qoʻshiq yoz. Butun chiqishingda ʻnameʻ, ʻsongʻ, ʻpersonʻ, ʻmanʻ, ʻwomanʻ soʻzlarini ishlatmasligingga ishonch hosil qil. Shuningdek, butun javobingda vergul ishlatishdan saqlan."
3479,keywords:forbidden_words,forbidden_words,0.1,song,,"ʻGuerreroʻ nomli shaxs uchun qoʻshiq yoz. Butun chiqishingda ʻnameʻ, ʻsongʻ, ʻpersonʻ, ʻmanʻ, ʻwomanʻ soʻzlarini ishlatmasligingga ishonch hosil qil. Shuningdek, butun javobingda vergul ishlatishdan saqlan."
3479,keywords:forbidden_words,forbidden_words,0.2,person,,"ʻGuerreroʻ nomli shaxs uchun qoʻshiq yoz. Butun chiqishingda ʻnameʻ, ʻsongʻ, ʻpersonʻ, ʻmanʻ, ʻwomanʻ soʻzlarini ishlatmasligingga ishonch hosil qil. Shuningdek, butun javobingda vergul ishlatishdan saqlan."
3479,keywords:forbidden_words,forbidden_words,0.3,man,,"ʻGuerreroʻ nomli shaxs uchun qoʻshiq yoz. Butun chiqishingda ʻnameʻ, ʻsongʻ, ʻpersonʻ, ʻmanʻ, ʻwomanʻ soʻzlarini ishlatmasligingga ishonch hosil qil. Shuningdek, butun javobingda vergul ishlatishdan saqlan."
3479,keywords:forbidden_words,forbidden_words,0.4,woman,,"ʻGuerreroʻ nomli shaxs uchun qoʻshiq yoz. Butun chiqishingda ʻnameʻ, ʻsongʻ, ʻpersonʻ, ʻmanʻ, ʻwomanʻ soʻzlarini ishlatmasligingga ishonch hosil qil. Shuningdek, butun javobingda vergul ishlatishdan saqlan."
3518,keywords:existence,keywords,1.0,compensated,,"Xorijda ishlashning ijobiy va salbiy tomonlarini JSON formatida bera olasanmi? Iltimos, javobing faqat JSON blokini oʻz ichiga olishiga ishonch hosil qil. Shuningdek, javobda ʻcompensatedʻ va ʻimmigrantsʻ kalit soʻzlarini qoʻsh."
3518,keywords:existence,keywords,1.1,immigrants,,"Xorijda ishlashning ijobiy va salbiy tomonlarini JSON formatida bera olasanmi? Iltimos, javobing faqat JSON blokini oʻz ichiga olishiga ishonch hosil qil. Shuningdek, javobda ʻcompensatedʻ va ʻimmigrantsʻ kalit soʻzlarini qoʻsh."
3595,keywords:forbidden_words,forbidden_words,0.0,beauty,,Gülning goʻzalligi haqida juda qisqa sheʻr yoz. beauty va pretty kalit soʻzlarini kiritma.
3595,keywords:forbidden_words,forbidden_words,0.1,pretty,,Gülning goʻzalligi haqida juda qisqa sheʻr yoz. beauty va pretty kalit soʻzlarini kiritma.
3680,keywords:frequency,keyword,0.0,knot,,Yovvonlikni saqlash boʻyicha insho yoz. Inshoda “knot” soʻzi kamida 2 marta paydo boʻlishiga ishonch hosil qil va ikki ta kursiv matn boʻlimini qoʻshing. Masalan: *this is kursiv matn*
